Unnamed: 0,id,date,store_nbr,family,sales,onpromotion,holiday_type,locale,locale_name,description,transferred,dcoilwtico,city,state,store_type,cluster,transactions,year,month,week,quarter,day_of_week
2794648,2748316,2017-03-27,22,EGGS,36.0,12,,,,,,47.02,Puyo,Pastaza,C,7,668.0,2017,3,13,1,Monday
2122257,2095527,2016-03-24,6,PLAYERS AND ELECTRONICS,12.0,0,,,,,,38.14,Quito,Pichincha,D,13,2064.0,2016,3,12,1,Thursday
2070437,2043707,2016-02-24,51,HOME APPLIANCES,0.0,0,,,,,,30.35,Guayaquil,Guayas,A,17,1570.0,2016,2,8,1,Wednesday
2087035,2060305,2016-03-05,18,HOME AND KITCHEN II,27.0,0,,,,,,,Quito,Pichincha,B,16,1292.0,2016,3,9,1,Saturday
2997862,2944402,2017-07-15,24,EGGS,287.0,0,,,,,,,Guayaquil,Guayas,D,1,2266.0,2017,7,28,3,Saturday
2571770,2527220,2016-11-22,19,HARDWARE,0.0,0,,,,,,48.07,Guaranda,Bolivar,C,15,1157.0,2016,11,47,4,Tuesday
3005931,2952471,2017-07-19,5,PLAYERS AND ELECTRONICS,9.0,0,,,,,,47.1,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1333.0,2017,7,29,3,Wednesday
2966484,2914806,2017-06-28,43,HOME AND KITCHEN I,9.0,0,,,,,,44.74,Esmeraldas,Esmeraldas,E,10,1444.0,2017,6,26,2,Wednesday
1546608,1527006,2015-05-09,53,PRODUCE,14.0,0,Additional,National,Ecuador,Dia de la Madre-1,False,,Manta,Manabi,D,13,1305.0,2015,5,19,2,Saturday
1681677,1656729,2015-07-21,43,PRODUCE,870.20703,78,,,,,,50.59,Esmeraldas,Esmeraldas,E,10,1236.0,2015,7,30,3,Tuesday
1641165,1617999,2015-06-29,8,DELI,240.446,0,,,,,,58.34,Quito,Pichincha,D,8,2660.0,2015,6,27,2,Monday
2584654,2540104,2016-11-29,3,POULTRY,940.068,1,,,,,,45.29,Quito,Pichincha,D,8,2658.0,2016,11,48,4,Tuesday
2685157,2638825,2017-01-24,5,GROCERY II,5.0,0,,,,,,52.38,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1242.0,2017,1,4,1,Tuesday
2060819,2034089,2016-02-19,32,BEAUTY,0.0,0,,,,,,29.59,Guayaquil,Guayas,C,3,650.0,2016,2,7,1,Friday
1929325,1904377,2015-12-07,42,GROCERY II,18.0,0,,,,,,37.64,Cuenca,Azuay,D,2,897.0,2015,12,50,4,Monday
2576659,2532109,2016-11-24,6,LADIESWEAR,23.0,0,,,,,,,Quito,Pichincha,D,13,1593.0,2016,11,47,4,Thursday
2929848,2881734,2017-06-10,16,DELI,155.0,5,,,,,,,Santo Domingo,Santo Domingo de los Tsachilas,C,3,772.0,2017,6,23,2,Saturday
3021469,2968009,2017-07-28,36,"LIQUOR,WINE,BEER",45.0,1,,,,,,49.72,Libertad,Guayas,E,10,1072.0,2017,7,30,3,Friday
2385574,2342806,2016-08-10,44,BOOKS,0.0,0,Holiday,National,Ecuador,Primer Grito de Independencia,True,41.75,Quito,Pichincha,A,5,3999.0,2016,8,32,3,Wednesday
1998361,1971631,2016-01-15,3,GROCERY II,106.0,0,,,,,,29.45,Quito,Pichincha,D,8,3251.0,2016,1,2,1,Friday
1797719,1772771,2015-09-24,5,FROZEN FOODS,156.0,1,,,,,,44.94,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1152.0,2015,9,39,3,Thursday
1900880,1875932,2015-11-21,44,HARDWARE,1.0,0,,,,,,,Quito,Pichincha,A,5,5231.0,2015,11,47,4,Saturday
2340382,2299396,2016-07-17,26,"LIQUOR,WINE,BEER",20.0,0,,,,,,,Guayaquil,Guayas,D,10,564.0,2016,7,28,3,Sunday
1991606,1964876,2016-01-11,4,MAGAZINES,8.0,0,,,,,,31.42,Quito,Pichincha,D,9,1429.0,2016,1,2,1,Monday
1573075,1553473,2015-05-24,46,SCHOOL AND OFFICE SUPPLIES,0.0,0,Holiday,National,Ecuador,Batalla de Pichincha,False,,Quito,Pichincha,A,14,4999.0,2015,5,21,2,Sunday
1904027,1879079,2015-11-23,32,PET SUPPLIES,0.0,0,,,,,,39.27,Guayaquil,Guayas,C,3,545.0,2015,11,48,4,Monday
2425932,2383164,2016-09-02,27,BEVERAGES,2574.0,15,,,,,,44.39,Daule,Guayas,D,1,1524.0,2016,9,35,3,Friday
2135220,2108490,2016-04-01,2,LINGERIE,9.0,0,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,35.36,Quito,Pichincha,D,13,1883.0,2016,4,13,2,Friday
2451010,2408242,2016-09-16,30,BABY CARE,0.0,0,,,,,,43.04,Guayaquil,Guayas,C,3,704.0,2016,9,37,3,Friday
2107813,2081083,2016-03-16,50,BOOKS,0.0,0,,,,,,38.43,Ambato,Tungurahua,A,14,2063.0,2016,3,11,1,Wednesday
3037387,2983927,2017-08-06,33,BABY CARE,0.0,0,,,,,,,Quevedo,Los Rios,C,3,895.0,2017,8,31,3,Sunday
1657535,1632587,2015-07-08,17,FROZEN FOODS,54.0,0,,,,,,51.61,Quito,Pichincha,C,12,1316.0,2015,7,28,3,Wednesday
2673699,2627367,2017-01-18,29,CELEBRATION,3.0,0,,,,,,51.12,Guayaquil,Guayas,E,10,1084.0,2017,1,3,1,Wednesday
2170119,2143389,2016-04-20,49,CELEBRATION,28.0,0,Event,National,Ecuador,Terremoto Manabi+4,False,42.72,Quito,Pichincha,A,11,2985.0,2016,4,16,2,Wednesday
2396424,2353656,2016-08-16,48,PRODUCE,1594.806,6,,,,,,46.57,Quito,Pichincha,A,14,2504.0,2016,8,33,3,Tuesday
2439910,2397142,2016-09-10,19,"LIQUOR,WINE,BEER",47.0,0,,,,,,,Guaranda,Bolivar,C,15,1579.0,2016,9,36,3,Saturday
2657700,2611368,2017-01-09,3,GROCERY I,8228.0,59,,,,,,51.95,Quito,Pichincha,D,8,2977.0,2017,1,2,1,Monday
2370590,2327822,2016-08-02,24,BEAUTY,11.0,0,,,,,,39.5,Guayaquil,Guayas,D,1,2262.0,2016,8,31,3,Tuesday
2737946,2691614,2017-02-23,31,BEAUTY,1.0,1,,,,,,54.48,Babahoyo,Los Rios,B,10,1472.0,2017,2,8,1,Thursday
2006722,1979992,2016-01-20,14,PERSONAL CARE,382.0,0,,,,,,26.68,Riobamba,Chimborazo,C,7,1334.0,2016,1,3,1,Wednesday
2692359,2646027,2017-01-28,51,LINGERIE,8.0,0,,,,,,,Guayaquil,Guayas,A,17,1625.0,2017,1,4,1,Saturday
1559645,1540043,2015-05-17,2,SEAFOOD,44.709,0,,,,,,,Quito,Pichincha,D,13,2043.0,2015,5,20,2,Sunday
2891112,2842998,2017-05-19,29,HOME AND KITCHEN I,13.0,1,,,,,,50.32,Guayaquil,Guayas,E,10,999.0,2017,5,20,2,Friday
1890492,1865544,2015-11-15,52,LINGERIE,0.0,0,,,,,,,Manta,Manabi,A,11,,2015,11,46,4,Sunday
2448715,2405947,2016-09-15,16,HOME AND KITCHEN II,5.0,1,,,,,,43.85,Santo Domingo,Santo Domingo de los Tsachilas,C,3,645.0,2016,9,37,3,Thursday
2959082,2909138,2017-06-25,34,MAGAZINES,2.0,0,Holiday,Local,Machala,Fundacion de Machala,False,,Guayaquil,Guayas,B,6,1915.0,2017,6,25,2,Sunday
2733537,2687205,2017-02-20,8,HOME AND KITCHEN I,28.0,2,,,,,,,Quito,Pichincha,D,8,2390.0,2017,2,8,1,Monday
2642762,2596430,2017-01-01,10,MAGAZINES,0.0,0,Holiday,National,Ecuador,Primer dia del ano,True,,Quito,Pichincha,C,15,,2017,1,52,1,Sunday
2131886,2105156,2016-03-30,26,LAWN AND GARDEN,1.0,0,,,,,,36.91,Guayaquil,Guayas,D,10,482.0,2016,3,13,1,Wednesday
2943582,2895468,2017-06-17,50,HOME AND KITCHEN I,67.0,3,,,,,,,Ambato,Tungurahua,A,14,3806.0,2017,6,24,2,Saturday
1851526,1826578,2015-10-25,1,POULTRY,166.462,0,,,,,,,Quito,Pichincha,D,13,573.0,2015,10,43,4,Sunday
2565071,2520521,2016-11-18,30,HARDWARE,0.0,0,,,,,,45.69,Guayaquil,Guayas,C,3,692.0,2016,11,46,4,Friday
2621820,2577270,2016-12-20,23,BEVERAGES,1470.0,52,,,,,,52.22,Ambato,Tungurahua,D,9,1235.0,2016,12,51,4,Tuesday
2398588,2355820,2016-08-18,1,HOME AND KITCHEN II,27.0,1,,,,,,48.2,Quito,Pichincha,D,13,1580.0,2016,8,33,3,Thursday
2013410,1986680,2016-01-23,51,HARDWARE,0.0,0,,,,,,,Guayaquil,Guayas,A,17,1838.0,2016,1,3,1,Saturday
2169225,2142495,2016-04-20,24,BEVERAGES,7444.0,28,Event,National,Ecuador,Terremoto Manabi+4,False,42.72,Guayaquil,Guayas,D,1,2560.0,2016,4,16,2,Wednesday
1575796,1556194,2015-05-26,23,GROCERY II,15.0,0,,,,,,57.29,Ambato,Tungurahua,D,9,1010.0,2015,5,22,2,Tuesday
2284107,2248467,2016-06-18,47,GROCERY I,12867.0,119,,,,,,,Quito,Pichincha,A,14,5227.0,2016,6,24,2,Saturday
2986057,2932597,2017-07-08,42,LADIESWEAR,24.0,0,,,,,,,Cuenca,Azuay,D,2,1496.0,2017,7,27,3,Saturday
2210981,2177123,2016-05-09,45,HARDWARE,2.0,0,Event,National,Ecuador,Terremoto Manabi+23,False,43.45,Quito,Pichincha,A,11,3227.0,2016,5,19,2,Monday
2507330,2464562,2016-10-18,10,MAGAZINES,0.0,0,,,,,,50.3,Quito,Pichincha,C,15,917.0,2016,10,42,4,Tuesday
3004580,2951120,2017-07-19,12,PREPARED FOODS,59.0,0,,,,,,47.1,Latacunga,Cotopaxi,C,15,1169.0,2017,7,29,3,Wednesday
1709079,1684131,2015-08-06,13,DELI,217.0,0,,,,,,44.69,Latacunga,Cotopaxi,C,15,883.0,2015,8,32,3,Thursday
2133345,2106615,2016-03-31,17,PLAYERS AND ELECTRONICS,10.0,0,,,,,,36.94,Quito,Pichincha,C,12,1459.0,2016,3,13,1,Thursday
2266355,2230715,2016-06-08,49,HARDWARE,2.0,0,,,,,,51.23,Quito,Pichincha,A,11,2793.0,2016,6,23,2,Wednesday
1972624,1945894,2015-12-31,8,HOME AND KITCHEN II,54.0,2,Additional,National,Ecuador,Primer dia del ano-1,False,37.13,Quito,Pichincha,D,8,3602.0,2015,12,53,4,Thursday
2205021,2173492,2016-05-07,43,GROCERY II,1.0,0,Event,National,Ecuador,Terremoto Manabi+21,False,,Esmeraldas,Esmeraldas,E,10,1478.0,2016,5,18,2,Saturday
1978553,1951823,2016-01-04,24,BREAD/BAKERY,922.17,0,,,,,,36.81,Guayaquil,Guayas,D,1,2491.0,2016,1,1,1,Monday
2003812,1977082,2016-01-18,32,LADIESWEAR,0.0,0,,,,,,,Guayaquil,Guayas,C,3,566.0,2016,1,3,1,Monday
2375097,2332329,2016-08-04,5,LINGERIE,9.0,0,,,,,,41.92,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1259.0,2016,8,31,3,Thursday
3017449,2963989,2017-07-26,23,POULTRY,306.853,0,,,,,,48.58,Ambato,Tungurahua,D,9,969.0,2017,7,30,3,Wednesday
2809567,2763235,2017-04-04,40,GROCERY II,12.0,0,,,,,,50.99,Machala,El Oro,C,3,1449.0,2017,4,14,2,Tuesday
2443231,2400463,2016-09-12,12,EGGS,96.0,11,,,,,,46.28,Latacunga,Cotopaxi,C,15,1134.0,2016,9,37,3,Monday
2517445,2474677,2016-10-23,44,CLEANING,3343.0,50,,,,,,,Quito,Pichincha,A,5,4996.0,2016,10,42,4,Sunday
1884350,1859402,2015-11-12,30,HOME APPLIANCES,0.0,0,Holiday,Local,Ambato,Independencia de Ambato,False,41.74,Guayaquil,Guayas,C,3,752.0,2015,11,46,4,Thursday
2206831,2174397,2016-05-08,19,PLAYERS AND ELECTRONICS,6.0,0,Event,National,Ecuador,Dia de la Madre,False,,Guaranda,Bolivar,C,15,1316.0,2016,5,18,2,Sunday
2897670,2849556,2017-05-23,13,CELEBRATION,22.0,1,,,,,,51.12,Latacunga,Cotopaxi,C,15,847.0,2017,5,21,2,Tuesday
2974235,2922518,2017-07-03,10,BREAD/BAKERY,132.0,5,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,,Quito,Pichincha,C,15,990.0,2017,7,27,3,Monday
2812952,2766620,2017-04-06,35,SEAFOOD,3.0,0,,,,,,51.69,Playas,Guayas,C,3,709.0,2017,4,14,2,Thursday
2750151,2703819,2017-03-02,23,PRODUCE,1392.378,3,Holiday,Local,Manta,Fundacion de Manta,False,52.63,Ambato,Tungurahua,D,9,1055.0,2017,3,9,1,Thursday
2319875,2278889,2016-07-05,50,DAIRY,943.0,11,,,,,,46.73,Ambato,Tungurahua,A,14,2555.0,2016,7,27,3,Tuesday
2848675,2800561,2017-04-25,38,HOME AND KITCHEN II,21.0,5,,,,,,49.22,Loja,Loja,D,4,1189.0,2017,4,17,2,Tuesday
2324527,2283541,2016-07-08,31,CLEANING,1046.0,18,,,,,,45.37,Babahoyo,Los Rios,B,10,1241.0,2016,7,27,3,Friday
2180891,2152379,2016-04-25,50,LAWN AND GARDEN,3.0,0,Event,National,Ecuador,Terremoto Manabi+9,False,41.67,Ambato,Tungurahua,A,14,2056.0,2016,4,17,2,Monday
2361784,2319016,2016-07-28,27,CLEANING,601.0,13,,,,,,41.13,Daule,Guayas,D,1,1309.0,2016,7,30,3,Thursday
1870180,1845232,2015-11-04,33,BOOKS,0.0,0,,,,,,46.32,Quevedo,Los Rios,C,3,1075.0,2015,11,45,4,Wednesday
1730150,1705202,2015-08-17,53,PET SUPPLIES,3.0,0,,,,,,41.93,Manta,Manabi,D,13,733.0,2015,8,34,3,Monday
2916761,2868647,2017-06-02,48,MAGAZINES,8.0,0,,,,,,47.68,Quito,Pichincha,A,14,2876.0,2017,6,22,2,Friday
2011984,1985254,2016-01-23,12,CLEANING,1066.0,0,,,,,,,Latacunga,Cotopaxi,C,15,1388.0,2016,1,3,1,Saturday
2793885,2747553,2017-03-26,50,CELEBRATION,34.0,0,,,,,,,Ambato,Tungurahua,A,14,3053.0,2017,3,12,1,Sunday
2961716,2910038,2017-06-26,1,SEAFOOD,17.846,0,,,,,,43.24,Quito,Pichincha,D,13,1752.0,2017,6,26,2,Monday
1684338,1659390,2015-07-23,19,HOME CARE,170.0,0,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,48.11,Guaranda,Bolivar,C,15,1169.0,2015,7,30,3,Thursday
2902653,2854539,2017-05-25,52,CELEBRATION,12.0,1,,,,,,48.57,Manta,Manabi,A,11,1904.0,2017,5,21,2,Thursday
2366090,2323322,2016-07-30,47,MAGAZINES,19.0,0,,,,,,,Quito,Pichincha,A,14,4420.0,2016,7,30,3,Saturday
2293675,2258035,2016-06-24,16,EGGS,35.0,0,,,,,,46.7,Santo Domingo,Santo Domingo de los Tsachilas,C,3,663.0,2016,6,25,2,Friday
2092600,2065870,2016-03-08,24,BOOKS,0.0,0,,,,,,36.67,Guayaquil,Guayas,D,1,2179.0,2016,3,10,1,Tuesday
1994540,1967810,2016-01-13,22,LAWN AND GARDEN,0.0,0,,,,,,30.42,Puyo,Pastaza,C,7,534.0,2016,1,2,1,Wednesday
2990877,2937417,2017-07-11,28,LINGERIE,5.0,0,,,,,,45.06,Guayaquil,Guayas,E,10,1260.0,2017,7,28,3,Tuesday
2121603,2094873,2016-03-24,38,AUTOMOTIVE,6.0,0,,,,,,38.14,Loja,Loja,D,4,1614.0,2016,3,12,1,Thursday
2683489,2637157,2017-01-23,52,POULTRY,0.0,0,,,,,,52.77,Manta,Manabi,A,11,,2017,1,4,1,Monday
2504985,2462217,2016-10-16,44,LINGERIE,13.0,0,,,,,,,Quito,Pichincha,A,5,5275.0,2016,10,41,4,Sunday
2169341,2142611,2016-04-20,27,LAWN AND GARDEN,13.0,2,Event,National,Ecuador,Terremoto Manabi+4,False,42.72,Daule,Guayas,D,1,1688.0,2016,4,16,2,Wednesday
2545468,2502700,2016-11-08,30,GROCERY II,5.0,0,,,,,,44.96,Guayaquil,Guayas,C,3,696.0,2016,11,45,4,Tuesday
2054845,2028115,2016-02-16,15,BABY CARE,1.0,0,,,,,,29.05,Ibarra,Imbabura,C,15,1429.0,2016,2,7,1,Tuesday
2290074,2254434,2016-06-22,15,CELEBRATION,9.0,0,,,,,,49.16,Ibarra,Imbabura,C,15,1362.0,2016,6,25,2,Wednesday
2861521,2813407,2017-05-02,48,PERSONAL CARE,892.0,9,,,,,,47.65,Quito,Pichincha,A,14,2653.0,2017,5,18,2,Tuesday
2347195,2306209,2016-07-21,18,BOOKS,0.0,0,,,,,,43.96,Quito,Pichincha,B,16,1099.0,2016,7,29,3,Thursday
2350447,2309461,2016-07-22,9,"LIQUOR,WINE,BEER",85.0,1,,,,,,43.41,Quito,Pichincha,B,6,1700.0,2016,7,29,3,Friday
1763252,1738304,2015-09-05,32,PREPARED FOODS,5.0,0,,,,,,,Guayaquil,Guayas,C,3,681.0,2015,9,36,3,Saturday
2585352,2540802,2016-11-29,5,AUTOMOTIVE,7.0,0,,,,,,45.29,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1156.0,2016,11,48,4,Tuesday
1613378,1593776,2015-06-16,28,DAIRY,762.0,2,,,,,,60.01,Guayaquil,Guayas,E,10,1265.0,2015,6,25,2,Tuesday
2118743,2092013,2016-03-22,8,FROZEN FOODS,120.0,0,,,,,,41.45,Quito,Pichincha,D,8,2410.0,2016,3,12,1,Tuesday
1937622,1912674,2015-12-12,25,PLAYERS AND ELECTRONICS,4.0,0,,,,,,,Salinas,Santa Elena,D,1,940.0,2015,12,50,4,Saturday
2853807,2805693,2017-04-28,32,AUTOMOTIVE,1.0,0,,,,,,49.31,Guayaquil,Guayas,C,3,544.0,2017,4,17,2,Friday
2156787,2130057,2016-04-13,25,CELEBRATION,3.0,0,,,,,,41.7,Salinas,Santa Elena,D,1,856.0,2016,4,15,2,Wednesday
1722138,1697190,2015-08-13,3,AUTOMOTIVE,7.0,0,,,,,,42.27,Quito,Pichincha,D,8,2953.0,2015,8,33,3,Thursday
2259810,2224170,2016-06-05,16,BEVERAGES,1902.0,4,,,,,,,Santo Domingo,Santo Domingo de los Tsachilas,C,3,930.0,2016,6,22,2,Sunday
2769136,2722804,2017-03-12,7,CLEANING,972.0,7,,,,,,,Quito,Pichincha,D,8,1759.0,2017,3,10,1,Sunday
2075817,2049087,2016-02-27,52,HOME CARE,0.0,0,,,,,,,Manta,Manabi,A,11,,2016,2,8,1,Saturday
1964157,1937427,2015-12-27,2,PRODUCE,2574.371,1,,,,,,,Quito,Pichincha,D,13,1768.0,2015,12,52,4,Sunday
2021624,1994894,2016-01-28,32,FROZEN FOODS,18.0,0,,,,,,33.21,Guayaquil,Guayas,C,3,540.0,2016,1,4,1,Thursday
2221404,2185764,2016-05-14,38,DELI,204.116,0,Event,National,Ecuador,Terremoto Manabi+28,False,,Loja,Loja,D,4,1965.0,2016,5,19,2,Saturday
2307203,2267999,2016-06-29,45,DAIRY,1784.0,18,,,,,,49.85,Quito,Pichincha,A,11,3068.0,2016,6,26,2,Wednesday
2738941,2692609,2017-02-24,1,CLEANING,682.0,13,,,,,,53.99,Quito,Pichincha,D,13,1918.0,2017,2,8,1,Friday
2399342,2356574,2016-08-18,30,FROZEN FOODS,45.0,0,,,,,,48.2,Guayaquil,Guayas,C,3,644.0,2016,8,33,3,Thursday
2629429,2583097,2016-12-23,36,"LIQUOR,WINE,BEER",177.0,1,Additional,National,Ecuador,Navidad-2,False,52.01,Libertad,Guayas,E,10,1591.0,2016,12,51,4,Friday
1661960,1637012,2015-07-10,40,HARDWARE,1.0,0,,,,,,52.74,Machala,El Oro,C,3,1291.0,2015,7,28,3,Friday
2726639,2680307,2017-02-17,14,HARDWARE,0.0,0,,,,,,53.41,Riobamba,Chimborazo,C,7,1162.0,2017,2,7,1,Friday
2543352,2500584,2016-11-07,21,DELI,325.486,8,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,44.88,Santo Domingo,Santo Domingo de los Tsachilas,B,6,1058.0,2016,11,45,4,Monday
2119426,2092696,2016-03-23,27,BABY CARE,0.0,0,,,,,,38.28,Daule,Guayas,D,1,1489.0,2016,3,12,1,Wednesday
2117443,2090713,2016-03-22,20,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,41.45,Quito,Pichincha,B,6,1310.0,2016,3,12,1,Tuesday
2597369,2552819,2016-12-06,37,BREAD/BAKERY,581.174,5,Holiday,Local,Quito,Fundacion de Quito,False,50.95,Cuenca,Azuay,D,2,1435.0,2016,12,49,4,Tuesday
1632947,1610545,2015-06-25,48,GROCERY II,37.0,0,Holiday,Local,Latacunga,Cantonizacion de Latacunga,False,59.59,Quito,Pichincha,A,14,2269.0,2015,6,26,2,Thursday
2264891,2229251,2016-06-07,9,BEAUTY,7.0,1,,,,,,50.37,Quito,Pichincha,B,6,1912.0,2016,6,23,2,Tuesday
2415640,2372872,2016-08-27,38,CLEANING,1086.0,12,,,,,,,Loja,Loja,D,4,1569.0,2016,8,34,3,Saturday
1861994,1837046,2015-10-30,53,BEAUTY,3.0,0,,,,,,46.6,Manta,Manabi,D,13,877.0,2015,10,44,4,Friday
2774448,2728116,2017-03-15,6,CELEBRATION,9.0,0,,,,,,48.34,Quito,Pichincha,D,13,1735.0,2017,3,11,1,Wednesday
2341063,2300077,2016-07-17,45,EGGS,508.0,1,,,,,,,Quito,Pichincha,A,11,4065.0,2016,7,28,3,Sunday
2935497,2887383,2017-06-13,24,HOME AND KITCHEN I,20.0,3,,,,,,46.41,Guayaquil,Guayas,D,1,1905.0,2017,6,24,2,Tuesday
1925383,1900435,2015-12-05,31,SCHOOL AND OFFICE SUPPLIES,0.0,0,Additional,Local,Quito,Fundacion de Quito-1,False,,Babahoyo,Los Rios,B,10,1574.0,2015,12,49,4,Saturday
1755301,1730353,2015-09-01,1,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,45.38,Quito,Pichincha,D,13,1769.0,2015,9,36,3,Tuesday
2260503,2224863,2016-06-05,35,BEVERAGES,1052.0,5,,,,,,,Playas,Guayas,C,3,769.0,2016,6,22,2,Sunday
1566947,1547345,2015-05-21,25,DAIRY,276.0,0,,,,,,60.18,Salinas,Santa Elena,D,1,641.0,2015,5,21,2,Thursday
2628866,2582534,2016-12-23,20,LAWN AND GARDEN,6.0,0,Additional,National,Ecuador,Navidad-2,False,52.01,Quito,Pichincha,B,6,2618.0,2016,12,51,4,Friday
1896819,1871871,2015-11-19,30,GROCERY I,1378.0,9,,,,,,40.55,Guayaquil,Guayas,C,3,696.0,2015,11,47,4,Thursday
2825570,2779238,2017-04-13,4,FROZEN FOODS,85.575,5,Transfer,Local,Cuenca,Fundacion de Cuenca,False,53.19,Quito,Pichincha,D,9,1568.0,2017,4,15,2,Thursday
2657408,2611076,2017-01-09,21,HOME APPLIANCES,1.0,0,,,,,,51.95,Santo Domingo,Santo Domingo de los Tsachilas,B,6,1072.0,2017,1,2,1,Monday
1665199,1640251,2015-07-12,31,LADIESWEAR,12.0,0,,,,,,,Babahoyo,Los Rios,B,10,1765.0,2015,7,28,3,Sunday
2945590,2897476,2017-06-18,8,EGGS,439.0,3,,,,,,,Quito,Pichincha,D,8,2587.0,2017,6,24,2,Sunday
2757199,2710867,2017-03-06,21,HOME AND KITCHEN II,24.0,2,,,,,,53.19,Santo Domingo,Santo Domingo de los Tsachilas,B,6,1063.0,2017,3,10,1,Monday
2029889,2003159,2016-02-02,14,PET SUPPLIES,0.0,0,,,,,,29.9,Riobamba,Chimborazo,C,7,1412.0,2016,2,5,1,Tuesday
1600905,1581303,2015-06-09,28,DELI,407.09702,0,,,,,,60.15,Guayaquil,Guayas,E,10,1165.0,2015,6,24,2,Tuesday
2958462,2908932,2017-06-25,29,HOME AND KITCHEN I,47.0,4,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,,Guayaquil,Guayas,E,10,1386.0,2017,6,25,2,Sunday
2980042,2926582,2017-07-05,24,EGGS,209.0,1,,,,,,45.11,Guayaquil,Guayas,D,1,2279.0,2017,7,27,3,Wednesday
1677023,1652075,2015-07-19,13,PREPARED FOODS,44.0,0,,,,,,,Latacunga,Cotopaxi,C,15,816.0,2015,7,29,3,Sunday
1875369,1850421,2015-11-07,29,GROCERY I,2992.902,2,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,,Guayaquil,Guayas,E,10,1085.0,2015,11,45,4,Saturday
2576555,2532005,2016-11-24,52,HARDWARE,0.0,0,,,,,,,Manta,Manabi,A,11,,2016,11,47,4,Thursday
2347076,2306090,2016-07-21,14,HOME APPLIANCES,0.0,0,,,,,,43.96,Riobamba,Chimborazo,C,7,1250.0,2016,7,29,3,Thursday
2385486,2342718,2016-08-10,41,HOME AND KITCHEN I,21.0,0,Holiday,National,Ecuador,Primer Grito de Independencia,True,41.75,Machala,El Oro,D,4,1004.0,2016,8,32,3,Wednesday
2849242,2801128,2017-04-25,53,"LIQUOR,WINE,BEER",93.0,4,,,,,,49.22,Manta,Manabi,D,13,990.0,2017,4,17,2,Tuesday
2694177,2647845,2017-01-29,52,MEATS,0.0,0,,,,,,,Manta,Manabi,A,11,,2017,1,4,1,Sunday
2705180,2658848,2017-02-05,12,BREAD/BAKERY,242.0,41,,,,,,,Latacunga,Cotopaxi,C,15,1230.0,2017,2,5,1,Sunday
2191109,2162081,2016-05-01,23,LAWN AND GARDEN,0.0,0,Event,National,Ecuador,Terremoto Manabi+15,False,,Ambato,Tungurahua,D,9,1012.0,2016,5,17,2,Sunday
2782105,2735773,2017-03-20,20,CLEANING,1078.0,21,,,,,,47.79,Quito,Pichincha,B,6,1427.0,2017,3,12,1,Monday
1801606,1776658,2015-09-27,1,BOOKS,0.0,0,,,,,,,Quito,Pichincha,D,13,541.0,2015,9,39,3,Sunday
3010906,2957446,2017-07-22,4,LADIESWEAR,14.0,0,,,,,,,Quito,Pichincha,D,9,1553.0,2017,7,29,3,Saturday
2701466,2655134,2017-02-02,8,LAWN AND GARDEN,23.0,0,,,,,,53.55,Quito,Pichincha,D,8,2529.0,2017,2,5,1,Thursday
2586308,2541758,2016-11-30,26,SEAFOOD,4.0,0,,,,,,49.41,Guayaquil,Guayas,D,10,576.0,2016,11,48,4,Wednesday
2043813,2017083,2016-02-09,54,MEATS,62.015,0,Holiday,National,Ecuador,Carnaval,False,27.96,El Carmen,Manabi,C,3,734.0,2016,2,6,1,Tuesday
1596249,1576647,2015-06-06,47,CELEBRATION,29.0,1,,,,,,,Quito,Pichincha,A,14,4726.0,2015,6,23,2,Saturday
2221087,2185447,2016-05-14,29,"LIQUOR,WINE,BEER",671.0,1,Event,National,Ecuador,Terremoto Manabi+28,False,,Guayaquil,Guayas,E,10,1238.0,2016,5,19,2,Saturday
2714390,2668058,2017-02-10,20,DAIRY,506.0,16,,,,,,53.84,Quito,Pichincha,B,6,1229.0,2017,2,6,1,Friday
2782564,2736232,2017-03-20,33,BOOKS,0.0,0,,,,,,47.79,Quevedo,Los Rios,C,3,908.0,2017,3,12,1,Monday
2095903,2069173,2016-03-10,17,CLEANING,626.0,0,,,,,,37.77,Quito,Pichincha,C,12,1216.0,2016,3,10,1,Thursday
2853588,2805474,2017-04-28,26,GROCERY I,1478.0,81,,,,,,49.31,Guayaquil,Guayas,D,10,601.0,2017,4,17,2,Friday
2485746,2442978,2016-10-05,54,LINGERIE,2.0,0,,,,,,49.75,El Carmen,Manabi,C,3,714.0,2016,10,40,4,Wednesday
1858585,1833637,2015-10-28,8,PERSONAL CARE,264.0,0,,,,,,45.93,Quito,Pichincha,D,8,2682.0,2015,10,44,4,Wednesday
